0,1,2,3,4,5,6,7,8,9
-0.1343733519315719,-0.0929740741848945,0.0137593215331435,1.0133109092712402,0.9650450348854064,0.9711999297142028,-0.1000081077218055,0.1019392535090446,0.0314365588128566,25
-0.0132934916764497,1.0199096202850342,1.0892289876937866,0.0398245081305503,-0.0310680922120809,1.0990023612976074,0.0303504299372434,0.0554378814995288,0.0705592036247253,10
-0.053459595888853,1.1649900674819946,0.8090477585792542,0.1002644449472427,1.0246942043304443,-0.1901503652334213,0.9773960113525392,0.9456483721733092,0.9888564348220824,18
1.0167440176010132,-0.1797149926424026,-0.1054040417075157,-0.0255027264356613,0.9334688186645508,-0.0670415610074997,1.1650888919830322,0.0271257404237985,-0.0449528805911541,7
1.007535099983215,-0.1647012382745742,0.0867900401353836,0.9563747048377992,1.0463342666625977,0.903744637966156,-0.1248285546898841,-0.0282532926648855,1.037666916847229,11
0.0127948941662907,-0.1042608991265297,0.0659956261515617,0.9862195253372192,1.0120563507080078,0.1109136566519737,1.117871642112732,1.0521204471588137,0.8194723129272461,14
0.2576574087142944,0.0321926511824131,1.0747636556625366,1.0863821506500244,-0.0070691029541194,1.0275089740753174,1.0847268104553225,1.0800166130065918,1.0668981075286863,6
0.8471390008926392,0.9474904537200928,1.043644666671753,1.115068435668945,0.1726017892360687,0.0091257477179169,0.0255300886929035,-0.1231958642601966,-0.0503210723400116,2
0.8553565144538879,-0.108163297176361,0.963896870613098,-0.0757633447647094,-0.1600821912288665,-0.1084688454866409,0.1688469052314758,-0.0022832565009593,0.9196012616157532,4
0.0594605915248394,-0.1060546562075614,0.0520118288695812,-0.2273555248975753,0.7869309186935425,-0.0249713864177465,-0.0472046472132205,0.9804770350456238,0.0140582425519824,27
0.9956709146499634,1.047351956367493,0.0579916946589946,0.0559419952332973,1.1511499881744385,1.0251357555389404,1.1996262073516846,0.9049259424209596,-0.1839404553174972,20
-0.0121147623285651,-0.1224671974778175,-0.0482049435377121,0.0724624767899513,-0.0943922325968742,-0.0540770664811134,-0.1244156509637832,0.0219462197273969,-0.1935323625802993,26
