Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9
-1.1419089755843297,0.5788722864097298,0.950841791625424,-0.6447105323992794,-1.1012644324063685,-0.6828602496238041,1.0615085316403228,0.984248226830146,-0.3305019921195319
-0.8848731724900528,-1.3340374486899218,-0.8534985878534191,-1.2409273880398783,-1.1383321457129538,-0.5178058591532501,-1.2008477934130752,0.9767283233627804,-0.8217971372546699
0.6151084383857356,1.1828569002044005,1.0585754705113086,-1.1573441161310944,-0.5977635726782293,1.1408684433534182,1.1363068381605954,-0.8439258533984015,-0.9152058714613988
0.769598238749452,0.97606171661414,-1.1261133335804634,-0.621084839607465,1.516486014976309,1.1395837869438012,0.9270958188987384,1.0187319472725629,-0.5756666587037891
0.7276034734589002,0.7923935461730294,1.2001696442950274,1.061517732208627,-1.133261139072942,-0.7723958316134149,-0.8446246350947668,-0.9509396139100738,-0.5058192464378185
0.724446384583366,0.5134479084192262,1.0034757789122293,0.3446931250246124,-0.9937103901975014,-0.424628784499858,-0.7675598813208274,-1.1072554331404618,-0.7729566177390433
0.7607025345336056,0.9709386186370732,1.233394789172649,-1.1195016645066669,-0.5111810770306847,-0.5011541624845923,-1.0363239011513965,1.1529492799050134,1.3749043742914309
-1.2628918055322855,0.9563137630566768,1.1926410349764045,-0.766133252761741,1.1625968524560557,-0.9205578156221615,1.4271150449770404,1.1354841150252908,1.5244450017617033
-1.2780127929018166,0.7181605328175075,-0.8008325247789875,-0.888392481926558,-0.7032978185024068,-1.1670951429881873,-1.2161529127458135,-0.8908378829304434,-0.8122241746514779
1.1930795522586406,0.7338452907766525,-0.6549349567881654,-0.998439476272116,0.8603532904538777,1.4751592452271618,1.0341656929098444,1.3982461244720057,-0.7893911091893695
-1.110300086116988,-1.1550193944937617,-1.016361105771043,-0.9870708180622356,-0.6254697273468859,-0.9396682523887168,-0.8534078917628276,-0.908984670651091,-0.9708275008289368
-1.282616756946941,-1.2820414937774645,-0.9068710732221462,1.1064543980474255,1.2584509023382646,1.0529128236827054,-1.009772030622401,-1.010728083578567,-0.4498783233160116
0.630142285558701,0.8031195596029506,-0.848179613656392,1.226506903262849,-1.0116957718274937,1.4044698922088257,0.808583764488964,-0.6034249883946478,-0.3322609800096016
0.6777205652630042,-1.1925547655218651,-0.7880560237691885,-0.6756977511900883,1.416219890046327,-0.8482957923844513,1.1533540498636952,-0.7801019125245932,-0.9236278265941807
-0.8206368718859437,0.7603637787059958,1.3316596690635871,-1.001242643986672,1.4076380125867725,-1.0686851241204989,1.0942668624027638,1.111842168034839,1.2542298200502535
1.2591052078869531,-1.445113908476002,-0.8012857576079327,-1.1235807100821578,1.1928150090470715,-0.8770484443226538,0.7864033056070538,-1.0222716464669424,-0.601069517210285
0.9704062427315954,1.082973752675619,1.2577240919847987,1.37653123008886,1.1318541684684549,-0.8182967893612129,0.9452408722621556,-0.789941549716067,-1.215026415756105
-1.2316974885050804,-1.1631412833370656,-0.917099199189407,-0.9757736441925684,1.1219386015667667,-0.6090653602682446,-0.8853519876261847,1.1149247956304895,-0.971311786392856
0.9892564766604056,0.6908151933336586,1.0974640244629286,-0.7389807131698439,1.365488523645304,1.0707031417989046,-0.9640655992755656,1.252795691235166,1.1005110686326367
-0.8615768705897449,0.4571620550883312,-1.0239083741554815,-0.8188532569443832,-1.0846662579582138,-0.7216557405994234,-1.1724103270516344,-0.9182653037097598,-0.7607570184703032
1.093211921148186,0.7397065603903245,-0.9410851036371632,1.4877026344937665,-1.225218538230951,1.359167525376533,1.0325860417112365,1.0094992376754706,-0.6907648765136803
1.3538438036023586,-1.088021783029748,-1.291559591324296,-1.1633751783121382,0.8288966399554983,-0.9541479647429048,1.2177587162044916,-1.0298771784786318,-0.8540571973991828
-1.1195456487995743,0.4663792092751452,-1.105475538583314,-0.9480857662989765,-0.6438089091315731,-1.0274376544746329,-0.9807734065300427,-0.7141290962044959,-0.9010204507190874
-1.3781920531745324,-1.361076931136931,-0.6492541247378857,1.1658780045287096,1.1535473269319414,-1.1662393585163906,1.155079836195214,1.195400336483212,1.5284888766847289
1.4184609429942217,1.1922115673839055,1.101442584641378,-1.2729943280819445,-1.305725372237703,-0.7694832112017724,-0.8148485218208267,1.0214480658790477,1.3502546612547008
0.8695956360492297,0.7007116356915917,-0.7118703443519336,0.9323265931954317,-0.8946010174465504,1.1790695744084267,0.9602110543522114,1.29012150304639,-0.8196827829698684
1.0987774752552577,0.9385775429967628,1.3653954955027583,1.0904220227782917,1.3564040137621616,1.1786679559967683,-0.8337247963491938,-0.6885291608032154,-1.057356575634652
0.7763818822651941,0.9928302614099213,1.193077551165944,-0.9160313835419948,1.1513685391298831,1.1266717906345023,-0.9791114068866332,0.9739202246441232,1.5028968874773052
0.9359640837560296,-1.1366650236761282,-0.8144003070321132,1.0196377320232564,-0.7508848838271134,-0.5621536400594289,-0.6377975004757196,1.1508563206774107,1.272752446215156
-1.5271409205138444,-1.6309538796664724,-0.8435479751379035,-1.170497101584708,-0.7690373708063833,-0.7480193708487674,-0.8417797362733284,1.24596375666306,-0.4458096310194432
-1.014893028843482,-1.2481713593642314,-1.0202777511076813,1.134203577424251,1.1500183094635834,-1.121714132810797,0.8465721761220003,1.3725862608518613,1.5540097006411655
1.0685672878801704,0.8676766479963857,-0.9136060524744092,-0.9277421896297802,0.8140081773118208,0.9719801823873596,1.0542371588042008,1.031192311931172,-0.7642769486563025
-1.0367696710885854,0.8743129800925092,-0.9680615179371398,-0.9623321638749348,-0.9752424415777348,-0.9011456677739176,-0.869710443825024,-0.992396606011922,-0.8121643475930211
