Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9,Attribut 10,Attribut 11,Attribut 12,Attribut 13,Attribut 14,Attribut 15,Attribut 16,Attribut 17,Attribut 18,Attribut 19,Attribut 20,Attribut 21,Attribut 22,Attribut 23,Attribut 24,Attribut 25
-1.4952778763096015,0.332859919483062,-1.6999165361776325,1.4190398020108972,-0.7991683726900546,-2.0,0.9562369818878672,1.1449265181628403,-0.7547252973650532,0.282734224132589,1.1118014806362764,1.249926250568123,-0.6575720416863471,1.286968187994827,-0.0002942699069065,-1.3294044641924183,1.1192663237058849,-1.027593386918425,-0.8399657649882515,-0.150978928515582,-0.4448514759721925,-0.1713102763028516,0.4972058430863905,-1.3386517237446642,0.637755345130648
-1.1366331689512927,-0.6266272208072113,1.50318108578367,1.8463761535628955,-0.4698702387484006,2.0,-1.2318461729700307,0.8490671127773844,0.8404251894070134,-0.2959739883504276,-0.0371026295378007,-0.8425219893930307,-0.4334153387948117,-0.9463621994128344,1.3043664711928862,0.405594440177771,1.0219142419030407,0.9712748834449576,-0.8760099303991448,0.9052681922764458,0.1656580212350883,0.2486175200771945,-0.7522026243653737,1.0476343082243076,-0.7770604652030767
-0.7012373022474677,0.087223099859449,1.0255920281212385,-0.6173995539753128,-1.332114577209246,-0.2107200268352927,-1.1905910353583975,0.8401686922931716,1.0170937196714729,-0.926642208033418,-0.4567214096172485,-0.7006569272830326,-0.5795418526898367,-0.6629473922143762,-1.4712497133717777,-0.2037917760376068,1.0314255963276229,1.0396654410431845,-0.9877801020900698,-0.3846498192446996,-0.7261407412889859,-0.2557520296508381,0.6190916045344156,-0.9505337727013934,-0.740191632685566
-0.973148353737968,-0.5653053568811185,-0.284157918254792,0.7886991909850463,-0.6540612712796848,-0.7850295981754143,1.0735492112863856,-1.0447532350528,1.01901477890865,0.149068160159456,-1.969831364517716,-1.0475517362739883,-0.5223824770962044,-0.7455330086073314,-0.941606376368371,-0.0854706715583579,-1.1376834537417937,-0.6604296902703776,1.2185793913712253,0.5891588484326673,0.608070421919532,1.9999999999999998,0.6920097033672896,-0.6730902660546565,-0.4130376303433805
1.4705763798698173,-0.6259269841476917,-1.2700583374617485,0.7232141473852612,-0.0395550836149017,0.291513015438014,-0.7997699053609952,0.5821878397874296,0.9917501087009278,-0.5655684655374006,0.9877426035907269,1.38974623132547,-0.5174915306569281,1.5367309986472424,-0.1053364565366593,0.828220742184173,1.0699242899790362,0.9332743931946454,-1.1195776869790408,0.787403471777889,2.0,0.5583410784053631,0.5489151645995746,-0.5882505599172543,-0.2169985802376628
0.3570133635584274,-0.5965748107390761,-0.7659954825320301,-0.0701030177446098,-0.1711820221470156,0.6662703155532204,0.899209553731798,-1.2409624300913502,-1.4005587139141564,-0.2116812764249374,-0.96324271526098,1.393036718402457,-0.6205474735802243,-0.3625689440424696,0.306047058873216,0.7039672725579679,-0.7660570457122392,1.0265032443671902,1.145346619509818,-0.0127648812495751,-2.0,1.7122042138175273,0.5231191013650882,-0.5132709066361134,0.1517546086605492
1.1561179989151746,1.1176730035014986,-0.8635158885275148,-0.3973880998954462,1.3154656000631917,2.0,0.8314413878296059,1.076065632449784,0.9259731437406206,0.1799210665360328,1.080926143997615,-0.7420352306938286,2.0,1.3001612433416692,-0.2230917094392475,-1.4773253200191654,-1.02585649881644,1.2920692161060494,1.2591635362217224,1.6851982265924743,0.6254139552217391,0.3596233309407066,-0.5304583456540388,1.0887309889405088,-0.0136158959857562
-0.0113017958729015,0.1615450377095691,-0.504028184381758,0.5101123289305801,0.6849717020870112,-0.031168689588154,0.8162992533368663,0.9966985716420512,1.1966849322236142,1.7877350776234222,0.8451906444171442,1.3701176732075313,-1.2312827306876315,-0.7979036668515933,-2.0,0.6799412423923716,-0.9123282814498208,-0.9459425256953872,-0.9671160449608136,-0.5354695397765337,0.1718040808973437,-0.2886661968838416,-0.9422072170677632,-0.1572997692537001,-0.9173990458247766
-1.0759646531863014,-0.7822932933220245,-1.7577255342518612,0.4998758252850941,-1.284806038575526,-0.8438413171976559,-0.8294264790360367,-1.112356363735416,-0.9878249720740352,-0.4902328938663006,1.9675543982204908,-0.8323392823400574,-0.3314067516996449,-0.7996459976077722,0.4589651984824178,0.1659265169174286,-0.8676906433676955,-0.8783502729931145,-0.6914593953451332,-0.0488795079777501,-0.7475913289954017,-0.3697162985434844,0.6560455716397277,-0.2972195704194367,0.2507613045980221
-0.9357916380279312,-0.0483122845930579,0.1413871325724079,0.163207266646211,0.0491077181182388,0.239630712940507,-1.0459172639846892,1.2003731898476673,1.1002266717162712,0.2588149248318803,-0.9055391725027644,-0.4007911948928166,-0.6917313365020914,1.7106949928489203,-1.148435029053198,1.7374596318555544,-0.8225893860120715,-0.7340876199557222,-1.074980066785387,-0.1851136770579258,2.0,0.6098349666537417,-1.750309728004123,-0.616063110539152,0.8959975225579818
